test_name,is_coincidentally_correct
tests/lora/test_layers.py::test_lm_head_logits_processor,False
tests/lora/test_layers.py::test_lm_head_logits_processor_invalid_vocab_size,False
tests/lora/test_layers.py::test_merged_column_parallel_variable_slice,False
tests/lora/test_layers.py::test_replicated_lora_preserves_base_forward_for_subclasses,False
tests/lora/test_layers.py::test_variable_slice_lora_class_selection,False
tests/lora/test_layers.py::test_vocab_parallel_embedding_indices,False
tests/lora/test_llama_tp.py::test_llama_lora,False
tests/lora/test_llama_tp.py::test_llama_lora_tp4,False
tests/lora/test_llama_tp.py::test_llama_lora_tp4_fully_sharded_loras,False
tests/lora/test_llama_tp.py::test_tp2_serialize_and_deserialize_lora,False
tests/lora/test_lora_checkpoints.py::test_gemma4_lora_weights_mapping,False
tests/lora/test_lora_checkpoints.py::test_gemma4_moe_lora_weights_mapping,False
tests/lora/test_lora_checkpoints.py::test_load_checkpoints,False
tests/lora/test_lora_checkpoints.py::test_lora_weights_mapping,False
tests/lora/test_lora_functions.py::test_lora_functions_async,False
tests/lora/test_lora_functions.py::test_lora_functions_sync,False
tests/lora/test_lora_huggingface.py::test_load_checkpoints_from_huggingface,False
tests/lora/test_lora_manager.py::test_dedup_shared_module_across_paths,False
tests/lora/test_lora_manager.py::test_from_lora_tensors,False
tests/lora/test_lora_manager.py::test_get_dummy_lora_warmup_rank_for_fully_sharded_moe,False
tests/lora/test_lora_manager.py::test_lm_head_exempt_from_dedup,False
tests/lora/test_lora_manager.py::test_lora_lru_cache_model_manager,False
tests/lora/test_lora_manager.py::test_lora_model_manager,False
tests/lora/test_lora_manager.py::test_lru_cache_worker_adapter_manager,False
tests/lora/test_lora_manager.py::test_lru_lora_model_manager,False
tests/lora/test_lora_manager.py::test_packed_loras,False
tests/lora/test_lora_manager.py::test_replace_submodules,False
tests/lora/test_lora_manager.py::test_skip_unsupported_matched_modules,False
tests/lora/test_lora_manager.py::test_target_modules_config,False
tests/lora/test_lora_manager.py::test_target_modules_fail_closed_on_unsupported_matched_modules,False
tests/lora/test_lora_manager.py::test_target_modules_match_packed_runtime_modules,False
tests/lora/test_lora_manager.py::test_target_modules_multiple,False
tests/lora/test_lora_manager.py::test_target_modules_none_uses_all,False
tests/lora/test_lora_manager.py::test_worker_adapter_manager,False
tests/lora/test_lora_manager.py::test_wrap_gate_linear,False
tests/lora/test_lora_manager.py::test_wrap_replicated_linear_subclasses,False
tests/lora/test_lora_utils.py::test_empty_supported_modules,False
tests/lora/test_lora_utils.py::test_empty_target_modules,False
tests/lora/test_lora_utils.py::test_exact_match,False
tests/lora/test_lora_utils.py::test_exact_name_match,False
tests/lora/test_lora_utils.py::test_exact_name_no_match,False
tests/lora/test_lora_utils.py::test_fused_parent_matches_child_target_modules,False
tests/lora/test_lora_utils.py::test_multiple_supported_modules,False
tests/lora/test_lora_utils.py::test_no_match,False
tests/lora/test_lora_utils.py::test_none_allows_all,False
tests/lora/test_lora_utils.py::test_packed_child_matches_parent_target_modules,False
tests/lora/test_lora_utils.py::test_packed_parent_matches_child_target_modules,False
tests/lora/test_lora_utils.py::test_regex_suffix_matching,False
tests/lora/test_lora_utils.py::test_suffix_in_target,False
tests/lora/test_lora_utils.py::test_suffix_match,False
tests/lora/test_lora_utils.py::test_suffix_not_in_target,False
tests/lora/test_minicpmv_tp.py::test_minicpmv_lora,False
tests/lora/test_minicpmv_tp.py::test_minicpmv_tp4_fully_sharded_loras,False
tests/lora/test_minicpmv_tp.py::test_minicpmv_tp4_wo_fully_sharded_loras,False
tests/lora/test_mixtral.py::test_mixtral_lora,False
tests/lora/test_moe_lora_align_sum.py::test_moe_lora_align_block_size,False
tests/lora/test_moe_lora_align_sum.py::test_moe_lora_align_block_size_disabled_adapter_untouched,False
tests/lora/test_moe_lora_align_sum.py::test_moe_lora_align_block_size_lora_id_oob_guard,False
tests/lora/test_moe_lora_align_sum.py::test_moe_lora_align_block_size_mixed_base_and_lora,False
tests/lora/test_moe_lora_ep_load.py::test_moe_lora_ep2_real_qwen3moe,False
tests/lora/test_olmoe_tp.py::test_olmoe_lora,False
tests/lora/test_olmoe_tp.py::test_olmoe_lora_mixed,False
tests/lora/test_olmoe_tp.py::test_olmoe_lora_mixed_random,False
tests/lora/test_olmoe_tp.py::test_olmoe_lora_tp2,False
tests/lora/test_olmoe_tp.py::test_olmoe_lora_tp4,False
tests/lora/test_peft_helper.py::test_peft_helper_error,False
tests/lora/test_peft_helper.py::test_peft_helper_pass,False
tests/lora/test_punica_ops.py::test_add_lora_fused_moe_early_exit,False
tests/lora/test_punica_ops.py::test_kernels,False
tests/lora/test_punica_ops.py::test_kernels_hidden_size,False
tests/lora/test_punica_ops_fp8.py::test_lora_expand_fp8,False
tests/lora/test_punica_ops_fp8.py::test_lora_shrink_fp8,False
tests/lora/test_punica_xpu_ops.py::test_bgmv,False
tests/lora/test_punica_xpu_ops.py::test_bgmv_expand_nslices,False
tests/lora/test_quant_model.py::test_quant_model_lora,False
tests/lora/test_quant_model.py::test_quant_model_tp_equality,True
tests/lora/test_qwen35_densemodel_lora.py::test_qwen35_text_lora,False
tests/lora/test_qwen35_densemodel_lora.py::test_qwen35_text_lora_tp4,False
tests/lora/test_qwen36_moe_lora.py::test_qwen36_moe_mixed_2d_3d_lora_tp2,True
tests/lora/test_qwen36_moe_lora.py::test_qwen36_moe_mixed_2d_3d_lora_tp4,True
tests/lora/test_qwen3_unembed.py::test_qwen3_unembed_lora,False
tests/lora/test_qwen3_with_multi_loras.py::test_load_inplace_false_no_reload,False
tests/lora/test_qwen3_with_multi_loras.py::test_load_inplace_offline_reload,False
tests/lora/test_qwen3_with_multi_loras.py::test_multi_loras_with_tp_sync,False
tests/lora/test_qwen3_with_multi_loras.py::test_multiple_lora_requests,False
tests/lora/test_qwen3moe_tp.py::test_qwen3moe_lora,False
tests/lora/test_qwen3moe_tp.py::test_qwen3moe_lora_tp2,False
tests/lora/test_qwen3moe_tp.py::test_qwen3moe_lora_tp4,False
tests/lora/test_qwenvl.py::test_qwen25vl_lora,False
tests/lora/test_qwenvl.py::test_qwen25vl_vision_lora,False
tests/lora/test_qwenvl.py::test_qwen2vl_lora,False
tests/lora/test_qwenvl.py::test_qwen2vl_lora_beam_search,False
tests/lora/test_qwenvl.py::test_qwen2vl_multiple_lora_types,False
tests/lora/test_qwenvl.py::test_qwen3vl_vision_lora,False
tests/lora/test_resolver.py::test_dummy_resolver_resolve,False
tests/lora/test_resolver.py::test_resolver_registry_duplicate_registration,False
tests/lora/test_resolver.py::test_resolver_registry_registration,False
tests/lora/test_resolver.py::test_resolver_registry_unknown_resolver,False
tests/lora/test_transformers_model.py::test_ilama_lora,False
tests/lora/test_transformers_model.py::test_ilama_lora_tp4,False
tests/lora/test_transformers_model.py::test_ilama_lora_tp4_fully_sharded_loras,False
tests/lora/test_utils.py::test_get_adapter_absolute_path_absolute,False
tests/lora/test_utils.py::test_get_adapter_absolute_path_expanduser,False
tests/lora/test_utils.py::test_get_adapter_absolute_path_huggingface,False
tests/lora/test_utils.py::test_get_adapter_absolute_path_huggingface_error,False
tests/lora/test_utils.py::test_get_adapter_absolute_path_local_existing,False
tests/lora/test_utils.py::test_parse_fine_tuned_lora_name_invalid,False
tests/lora/test_utils.py::test_parse_fine_tuned_lora_name_valid,False
tests/lora/test_utils.py::test_replace_submodule,False
tests/lora/test_whisper.py::test_whisper_lora_inference,False
tests/lora/test_whisper.py::test_whisper_multi_lora,False
tests/lora/test_worker.py::test_worker_apply_lora,False
tests/v1/e2e/general/test_async_scheduling.py::test_with_eagle3_spec_decoding,True
tests/v1/e2e/general/test_async_scheduling.py::test_with_ngram_gpu_spec_decoding,True
tests/v1/e2e/general/test_async_scheduling.py::test_without_spec_decoding,True
tests/v1/e2e/general/test_cascade_attention.py::test_cascade_attention,True
tests/v1/e2e/general/test_context_length.py::test_auto_fit_max_model_len_rejects_oversized_input,False
tests/v1/e2e/general/test_context_length.py::test_decoder_max_context_length_validation,False
tests/v1/e2e/general/test_correctness_sliding_window.py::test_sliding_window_retrieval,True
tests/v1/e2e/general/test_kv_sharing_fast_prefill.py::test_kv_sharing_fast_prefill,True
tests/v1/e2e/general/test_kv_sharing_fast_prefill.py::test_prompts,False
tests/v1/e2e/general/test_mamba_prefix_cache.py::test_mamba_prefix_cache,False
tests/v1/e2e/general/test_min_tokens.py::test_min_tokens_basic_functionality,False
tests/v1/e2e/general/test_min_tokens.py::test_min_tokens_comprehensive,False
tests/v1/e2e/general/test_min_tokens.py::test_min_tokens_eos_behavior,False
tests/v1/e2e/general/test_min_tokens.py::test_min_tokens_stop_strings_bug,False
tests/v1/e2e/general/test_min_tokens.py::test_min_tokens_stop_strings_guaranteed_early_trigger,False
tests/v1/e2e/general/test_min_tokens.py::test_min_tokens_validation,False
tests/v1/e2e/general/test_pooling_chunked_prefill.py::test_pooling_chunked_prefill,False
tests/v1/e2e/general/test_pooling_chunked_prefill.py::test_pooling_prefix_cache,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_abort_queued_inputs,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_bunched,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_cancel_output_stream,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_close_signals_completion,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_delayed_generator_exit,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_empty_generator,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_error_propagation,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_multiple_concurrent_sessions,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_output_equivalence,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_per_chunk_sampling_params,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_reuse_request_id,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_single_chunk,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_spaced,False
tests/v1/e2e/general/test_streaming_input.py::test_streaming_input_validation_errors,False
tests/v1/e2e/spec_decode/test_async_spec_decode.py::test_no_sync_with_spec_decode,False
tests/v1/e2e/spec_decode/test_lora_with_spec_decode.py::test_batch_inference_correctness,True
tests/v1/e2e/spec_decode/test_spec_decode.py::test_dflash_acceptance_rates,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_dflash_correctness,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_correctness,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_engine_args_rejects_invalid_tp_argname,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_engine_args_tensor_parallelism,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_moe_backend_default_auto,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_moe_backend_inherits_target,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_moe_backend_override,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_parallel_drafting,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_quantization,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_realistic_example,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_draft_model_tensor_parallelism,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_eagle_correctness_heavy,True
tests/v1/e2e/spec_decode/test_spec_decode.py::test_eagle_correctness_light,True
tests/v1/e2e/spec_decode/test_spec_decode.py::test_eagle_correctness_medium,True
tests/v1/e2e/spec_decode/test_spec_decode.py::test_mtp_correctness,True
tests/v1/e2e/spec_decode/test_spec_decode.py::test_ngram_and_suffix_correctness,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_ngram_gpu_default_with_async_scheduling,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_speculators_model_integration,True
tests/v1/e2e/spec_decode/test_spec_decode.py::test_suffix_decoding_acceptance,False
tests/v1/e2e/spec_decode/test_spec_decode.py::test_synthetic_acceptance_rate,False
tests/v1/e2e/test_hybrid_chunked_prefill.py::test_mtp_speculative_mixed_batch_short_prefill,False
